id;CLM_FREQ; CLM_AMT_1 ; CLM_AMT_2 ; CLM_AMT_3 ; CLM_AMT_4 ; CLM_AMT_5 ; CLM_AMT_6 ; CLM_AMT_7 ;CAR_USE;CAR_TYPE;AGE;GENDER;AREA;PREMIUM
791;1; 365 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;28;M;Urban;650
792;1; 402 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;51;F;Urban;601
793;1; 419 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;42;M;Urban;829
794;4; 681 ; 433 ; 431 ; 543 ; -   ; -   ; -   ;Commercial;Pickup;47;M;Urban;778
795;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;40;M;Urban;639
796;2; 392 ; 471 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;30;M;Urban;761
797;2; 371 ; 617 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;934
798;2; 422 ; 811 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban;931
799;2; 545 ; 366 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Rural;556
800;2; 370 ; 323 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;53;M;Urban;671
801;3; 351 ; 454 ; 284 ; -   ; -   ; -   ; -   ;Commercial;Sedan;43;F;Urban;727
802;2; 525 ; 217 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;36;M;Urban;689
803;5; 680 ; 485 ; 285 ; 688 ; 332 ; -   ; -   ;Private;SUV;38;F;Rural;553
804;4; 556 ; 302 ; 819 ; 268 ; -   ; -   ; -   ;Private;Sedan;41;F;Rural;694
805;1; 432 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;38;M;Rural;637
806;4; 919 ; 178 ; 722 ; 310 ; -   ; -   ; -   ;Private;SUV;36;F;Urban;972
807;1; 367 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;28;F;Urban;860
808;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;35;F;Rural;894
809;4; 721 ; 642 ; 490 ; 147 ; -   ; -   ; -   ;Commercial;Pickup;51;M;Rural;814
810;1; 259 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;56;M;Rural;742
811;2; 330 ; 444 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;F;Urban;661
812;1; 274 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;599
813;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;43;M;Urban;762
814;1; 709 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;887
815;2; 345 ; 609 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;37;F;Urban;719
816;2; 999 ; 345 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban;932
817;2; 136 ; 387 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban;776
818;2; 408 ; 411 ; -   ; -   ; -   ; -   ; -   ;Private;Van;37;M;Urban;810
819;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;F;Urban;858
820;1; 273 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Urban;975
821;2; 426 ; 802 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Urban;675
822;1; 659 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Rural;634
823;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban;505
824;2; 625 ; 269 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;903
825;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;924
826;3; 314 ; 382 ; 288 ; -   ; -   ; -   ; -   ;Private;Sedan;34;M;Urban;769
827;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;44;M;Rural;746
828;1; 225 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;53;M;Urban;950
829;2; 616 ; 493 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;37;M;Urban;752
830;2; 142 ; 544 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Urban;705
831;4; 630 ; 220 ; 365 ; 402 ; -   ; -   ; -   ;Private;SUV;53;F;Urban;712
832;1; 481 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;56;F;Urban;968
833;1; 622 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;M;Urban;837
834;1; 255 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;39;M;Urban;829
835;1; 295 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;58;F;Urban;526
836;3; 326 ; 441 ; 453 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;534
837;2; 433 ; 238 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;891
838;2; 402 ; 684 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;52;F;Rural;711
839;3; 263 ; 383 ; 596 ; -   ; -   ; -   ; -   ;Private;SUV;45;F;Urban;683
840;1; 345 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;41;M;Urban;632
841;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban;755
842;2; 507 ; 418 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;F;Rural;738
843;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Urban;835
844;2; 195 ; 220 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Urban;895
845;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;28;M;Urban;500
846;1; 221 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;37;M;Rural;917
847;2; 452 ; 358 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban;612
848;1; 242 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;M;Urban;766
849;3; 160 ; 320 ; 267 ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Rural;593
850;2; 437 ; 350 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Rural;649
851;3; 471 ; 409 ; 356 ; -   ; -   ; -   ; -   ;Private;Van;41;M;Urban;921
852;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban;523
853;3; 263 ; 277 ; 460 ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban;621
854;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;F;Rural;810
855;1; 449 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban;651
856;1; 392 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;976
857;4; 646 ; 379 ; 171 ; 232 ; -   ; -   ; -   ;Private;Pickup;39;F;Urban;662
858;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;28;M;Rural;621
859;1; 199 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;46;M;Rural;819
860;4; 512 ; 513 ; 660 ; 401 ; -   ; -   ; -   ;Commercial;Panel Truck;38;M;Urban;963
861;2; 299 ; 217 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;53;M;Urban;667
862;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;48;F;Urban;650
863;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;982
864;1; 327 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;48;F;Urban;517
865;1; 950 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban;557
866;2; 613 ; 251 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Urban;868
867;1; 785 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;38;F;Urban;908
868;1; 428 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;30;F;Urban;702
869;4; 372 ; 518 ; 872 ; 358 ; -   ; -   ; -   ;Commercial;SUV;44;F;Urban;577
870;2; 454 ; 557 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;M;Urban;778
871;2; 357 ; 475 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;37;M;Urban;756
872;2; 180 ; 635 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;24;F;Urban;750
873;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Urban;902
874;4; 626 ; 1 334 ; 631 ; 532 ; -   ; -   ; -   ;Commercial;Panel Truck;57;M;Urban;730
875;2; 377 ; 371 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Urban;991
876;1; 416 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban;605
877;1; 551 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;M;Urban;820
878;1; 766 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;54;M;Urban;738
879;1; 475 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;55;M;Urban;826
880;2; 409 ; 619 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;41;F;Urban;562
881;2; 392 ; 397 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;F;Urban;537
882;2; 581 ; 443 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;F;Urban;890
883;2; 444 ; 680 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;F;Urban;738
884;2; 465 ; 964 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;57;M;Urban;773
885;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;48;M;Urban;935
886;2; 238 ; 225 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban;787
887;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;F;Urban;854
888;2; 458 ; 933 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;45;M;Urban;776
889;1; 387 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;51;F;Urban;717
890;3; 248 ; 480 ; 424 ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;518
891;1; 287 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;43;M;Urban;589
892;2; 464 ; 344 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;530
893;3; 298 ; 305 ; 283 ; -   ; -   ; -   ; -   ;Private;Van;54;M;Urban;759
894;1; 232 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;31;F;Urban;506
895;4; 320 ; 328 ; 254 ; 599 ; -   ; -   ; -   ;Commercial;Sports Car;47;F;Rural;773
896;1; 578 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Rural;853
897;1; 340 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Urban;915
898;1; 686 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;38;M;Rural;786
899;1; 400 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Urban;856
900;2;-450 ; 30 000 ; -   ; -   ; -   ; -   ; -   ;Private;Panel Truck; 32 ;M;Urban; 735 
901;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;45;M;Urban;558
902;2; 381 ; 362 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;F;Rural;815
903;2; 329 ; 354 ; -   ; -   ; -   ; -   ; -   ;Private;Van;48;F;Urban;957
904;1; 229 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban;789
905;3; 289 ; 594 ; 678 ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban;900
906;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;F;Urban;993
907;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;27;F;Rural;557
908;4; 216 ; 233 ; 489 ; 779 ; -   ; -   ; -   ;Commercial;Panel Truck;42;M;Urban;628
909;1; 408 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban;507
910;1; 1 092 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;25;M;Rural;790
911;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;32;M;Urban;888
912;3; 604 ; 531 ; 388 ; -   ; -   ; -   ; -   ;Private;Sedan;34;F;Urban;846
913;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;46;F;Urban;947
914;7; 615 ; 241 ; 468 ; 228 ; 432 ; 154 ; 679 ;Private;SUV;36;F;Urban;695
915;1; 236 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Rural;566
916;2; 376 ; 247 ; -   ; -   ; -   ; -   ; -   ;Private;Van;49;M;Urban;948
917;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;41;F;Urban;733
918;3; 476 ; 384 ; 162 ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;518
919;3; 436 ; 816 ; 464 ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban;875
920;2; 417 ; 211 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;983
921;2; 400 ; 586 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;989
922;3; 653 ; 261 ; 529 ; -   ; -   ; -   ; -   ;Commercial;Van;40;M;Rural;510
923;4; 215 ; 260 ; 356 ; 490 ; -   ; -   ; -   ;Private;Sports Car;50;F;Urban;825
924;3; 642 ; 773 ; 547 ; -   ; -   ; -   ; -   ;Private;Sports Car;43;F;Urban;949
925;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban;801
926;1; 346 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;M;Urban;581
927;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Rural;777
928;3; 324 ; 215 ; 348 ; -   ; -   ; -   ; -   ;Commercial;Van;50;M;Urban;655
929;2; 231 ; 395 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;47;M;Urban;694
930;5; 299 ; 639 ; 356 ; 743 ; 351 ; -   ; -   ;Private;Sedan;44;F;Urban;1000
931;1; 345 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;46;M;Urban;589
932;1; 541 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban;656
933;1; 365 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Urban;843
934;1; 657 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;59;M;Rural;537
935;5; 130 ; 349 ; 485 ; 195 ; 354 ; -   ; -   ;Private;SUV;37;F;Urban;709
936;1; 334 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban;556
937;3; 269 ; 290 ; 533 ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Urban;632
938;5; 590 ; 241 ; 493 ; 653 ; 356 ; -   ; -   ;Private;Sedan;30;M;Urban;514
939;1; 229 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;46;F;Urban;568
940;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;56;F;Urban;645
941;2; 473 ; 438 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;612
942;2; 610 ; 438 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;50;F;Urban;903
943;1; 475 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;M;Urban;863
944;2; 509 ; 553 ; -   ; -   ; -   ; -   ; -   ;Private;Van;49;M;Urban;570
945;3; 635 ; 405 ; 271 ; -   ; -   ; -   ; -   ;Commercial;Van;40;F;Urban;723
946;1; 822 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;51;M;Rural;720
947;3; 553 ; 388 ; 684 ; -   ; -   ; -   ; -   ;Commercial;SUV;40;F;Rural;782
948;1; 828 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;38;F;Urban;682
949;1; 514 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;33;M;Urban;869
950;4; 446 ; 563 ; 468 ; 843 ; -   ; -   ; -   ;Commercial;Sedan;36;F;Urban;956
951;2; 288 ; 273 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;37;M;Urban;980
952;1; 296 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban;516
953;1; 417 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;26;F;Rural;775
954;2; 519 ; 208 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;832
955;5; 311 ; 384 ; 368 ; 357 ; 390 ; -   ; -   ;Private;SUV;35;F;Urban;581
956;1; 510 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban;940
957;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;676
958;2; 442 ; 335 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban;704
959;2; 213 ; 471 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;553
960;1; 280 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;48;M;Urban;803
961;1; 321 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;30;M;Rural;558
962;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Rural;907
963;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;43;M;Urban;851
964;2; 342 ; 376 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;62;M;Urban;559
965;5; 259 ; 721 ; 345 ; 301 ; 564 ; -   ; -   ;Commercial;Pickup;42;M;Rural;860
966;1; 375 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Rural;708
967;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Urban;941
968;4; 471 ; 510 ; 412 ; 256 ; -   ; -   ; -   ;Commercial;Van;36;M;Urban;938
969;2; 213 ; 628 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;44;F;Urban;850
970;2; 367 ; 789 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;39;M;Urban;681
971;3; 235 ; 390 ; 765 ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;704
972;1; 430 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;31;M;Urban;678
973;1; 248 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;40;F;Urban;980
974;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;M;Urban;641
975;5; 492 ; 421 ; 381 ; 704 ; 290 ; -   ; -   ;Private;SUV;39;F;Rural;788
976;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban;638
977;2; 580 ; 445 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;608
978;4; 781 ; 484 ; 456 ; 431 ; -   ; -   ; -   ;Private;Sedan;51;M;Urban;703
979;2; 288 ; 754 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;35;M;Urban;506
980;3; 287 ; 496 ; 429 ; -   ; -   ; -   ; -   ;Commercial;Sedan;54;F;Rural;658
981;2; 338 ; 374 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Rural;1000
982;5; 605 ; 455 ; 440 ; 251 ; 589 ; -   ; -   ;Private;SUV;48;F;Urban;509
983;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;53;F;Urban;842
984;2; 239 ; 641 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Urban;1000
985;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;48;M;Rural;900
986;2; 262 ; 406 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;41;M;Urban;537
987;2; 417 ; 237 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;44;M;Urban;804
988;1; 386 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;762
989;1; 343 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;38;F;Urban;596
990;1; 500 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;32;F;Urban;975
991;2; 789 ; 573 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;45;F;Urban;819
992;1; 721 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;25;M;Rural;834
993;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;48;F;Urban;677
994;1; 234 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;30;F;Rural;501
995;1; 447 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;46;M;Urban;679
996;1; 436 ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Urban;845
997;2; 290 ; 342 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;45;F;Urban;902
998;2; 307 ; 595 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Rural;779
999;1; 637 ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;632
1000;3; 414 ; 345 ; 466 ; -   ; -   ; -   ; -   ;Private;Sedan;28;M;Rural;964
1001;3; 309 ; 499 ; 324 ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;929
1002;3; 361 ; 697 ; 324 ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;M;Rural;897
